리뷰ID,작성자ID,제목,내용,리뷰 날짜,숙박 날짜,여행 유형,종합 평점,가격,장소,침대의 퀄리티,객실,청결도,서비스
821522020,창형 이,좋아요,"좋은호텔, 좀 비싸요 ㅎ. 하얏트이기때문에 믿고 지낼수있읍니다 다른말 할필요 없는듯, 외부프로모션 고객은 잘 관리했으면 합니다",2021년 12월 10일,2021년 12월,가족과 여행함,3.0,2.0,3.0,4.0,4.0,3.0,3.0
821410803,chuujy125,굿,전반적으로 좋았습니다. 체크인 시 좀 기다리긴했지만 친절한 응대와 룸 업그레이드도 해주셔서 좋았습니다. 수영장도 넓진않지만 온수풀이고 야경이 보여 좋았습니다 ,2021년 12월 9일,2021년 12월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
821324710,bearting81,처음에 잘 지어졌음 좋았을텐데..,"돈은 많이 썼으나 헛돈쓴듯 보이는게 너무 많아서 아쉽<br/>시티뷰업글 추천, 수영장은 매우 미흡<br/>조식은 종류가 많지는 않으나 퀄리티는 만족.<br/>오믈렛, 스크램블드에그 없어서 서운",2021년 12월 8일,2021년 12월,가족과 여행함,2.0,2.0,4.0,3.0,3.0,3.0,3.0
821213851,nolja256,갤럭시노트 와이파이가 안되는 이상한객실,정말 최악임 제1타워3129줬었는데 건물이 절반이상 가림 거길 오션뷰라고 주다니~!돈내고 현장업글한게~다음 2타워 역시 객실안에서만 와이파이 안되고 추웠음! 객실이용 설명이 전혀 없었던 아주불편했던호텔임<br/>식음료는 아주만족!,2021년 12월 7일,2021년 11월,나 혼자 여행함,2.0,5.0,4.0,5.0,1.0,4.0,1.0
821213118,sena8072,이게바로 럭셔리호캉스,체크인해서 아웃할때까지 만족스러운 호텔 숙소내 뷰와 개방감이 너무좋았고 침구류나 세면도구가 너무 좋았음 조식또한 신선한재료를 사용해 가지가지 다맛보고옴  코로나규칙도 잘지키고있고 직원들도 친절함,2021년 12월 7일,2021년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
821139312,Trek23019690249,객실에 먼지가 매우 많아 알러지인은 힘들어요,"전반적인 안내성 성격을 띄는 서비스에 대해서는 굉장히 친절하다고 느꼈음<br/>(교육이 잘 되었다라는 느낌)<br/><br/>그러나 매뉴얼대로만 하시는 분들이 계셔<br/>오히려 불친절하다는 생각이 들 수 있음.<br/><br/>- 어떤 직원과 투숙 중 어느정도 활동에 있었냐에 따라 케바케<br/><br/>다른 부분에 대해서는 매우 만족합니다.<br/>그런데 객실에서 잘때 먼지가 너무많아서<br/>별 3개나 뺐어요..ㅠㅠ<br/><br/>제가 비염이 있거든요.<br/>그런데 청소 안하고 사는 개인집에서도 <br/>그런적이 없는데 재채기랑 기침이 계속 나와서<br/>자다가도 깨고 잠도 못잤습니다…<br/><br/>호텔 투숙하면서 처음이었어요…<br/>호캉스로 부모님 모시고 온건데<br/>어머니도 못 주무시고, 기침하시고 ㅠㅠ",2021년 12월 6일,2021년 12월,가족과 여행함,2.0,2.0,4.0,3.0,3.0,1.0,5.0
821129837,entlr2006,직원분들의 친절함이 최상~~,택시에서 내릴때 부터 호텔어느곳에서든 직원분들의 친절함으로인해<br/>불편함이 없었슴 다만 하우스키핑은 세심히 체크하면 좋을듯..,2021년 12월 6일,2021년 11월,가족과 여행함,4.0,4.0,4.0,4.0,5.0,5.0,5.0
821119177,Kibo_Ahn,아주 특별하고 좋은 경험이었음,상세하고 친절하고 좋은 서비스에 만족함<br/>특히 렌트카를 빌리는 과정에서 아주 빠르고 친절하게 빌릴 수 있었고<br/>아이들때문에 카시트가 필요했는데 컨시어지에서 좋은 카시트 설치까지 해줘서<br/>아주 편하게 여행했음,2021년 12월 6일,2021년 11월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
821103698,yoklee1211,하얏트제주,환상적인 휴가와 최적의 룸컨디션과 수영장이 최적이었음  주요 관광지와 조금 떨어져있지만 집에 가기전 공항근처에서 휴식하기에는 최적의 장소임 ,2021년 12월 6일,2021년 12월,가족과 여행함,5.0,4.0,3.0,5.0,5.0,5.0,5.0
821099684,88picachoo,글로벌리스트 혜택에 대해 말하고 싶은 숙소,뷰가 좋고 스위트 룸 업그레이드로 매우 만족스러웠지만 6층에서 주구장창 모든 걸 ㅎㅐ결해야하는 점은 약간 지겨웠다. 어메니티 중 일부가 오래되었는지 오래된 스티커 끈끈이가 붙어 있어(머리끈등) 기분이 좋지 않았다,2021년 12월 6일,2021년 12월,커플로 여행함,4.0,4.0,5.0,5.0,5.0,4.0,5.0
821099193,cjviolin,별로,가족여행이었는데 너무 좋지 못함<br/>룸서비스도 해물을 시켰는데 가위나 도구가 오지않음 이미 음식이 식어서 왔고 도구 오는 동안 더 기다려 식은 음식 먹음<br/><br/>실내가 너무 건조해 목감기 걸림<br/><br/>화장실 청소가 안되어있음<br/><br/>이틀째 청소후 어메니티 수건이 없고 생수가 없음,2021년 12월 6일,2021년 12월,가족과 여행함,2.0,1.0,1.0,1.0,1.0,1.0,3.0
821097707,rbdusjr,편안한 여행,공항근처라는 접근성도 좋고 부대시설도 너무 깨끗하고 편리하게 사용할수있어서 좋았고 <br/>객실의 뷰또한 이루말할수 없이 굿이며 객실내 가구들도 편리하게 잘 이루어져있었습니다.,2021년 12월 6일,2021년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
821041855,yjmothern,제주의 새로운 랜드마크,제주와는 조금 이미지가 달라 보이는 최고층 건물이지만 그 나름 더욱 돋보이는 멋진 분위기고 환상적인 전경을 경험 해볼수 있는 기회가 되어 행복 했습니다,2021년 12월 5일,2021년 11월,출장 목적으로 여행함,5.0,4.0,4.0,5.0,5.0,4.0,5.0
821018054,ice8829,"수영장 남자 탈의실에, 여자직원 출입... 조취 미흡","야외 수영장에서 재미있게 놀고<br/>남자탈의실에서 씻고 발가벗은채로 머리를 말리고 있는중에 , 하우스키핑 소속의 청소 직원이 들어왔습니다.<br/>바로 컴플레인 걸었는데 서로 책임 전가하며 시간 끌더군요.<br/>몇시간 응답을 기다리다가 경찰에 신고하니<br/>그때서야 직원들 출동해서 발동동..<br/>처음부터 제대로 된 사과만 받았어도 경찰 신고는 없었을텐데 아쉽네요.<br/>아주 수치스러웠고. 적절하지 못한 대응에 더 화가났습니다.<br/>사과의 의미로 식사 대접을 하신다는데.. 원하지 않았고 응하지 않았습니다.<br/>그런데 체크아웃 결제 후 보니, 룸서비스 내역에서 식사 서비스를 해주셨더라고요. 이 역시 원하지않았습니다. 아주 불쾌한 경험이었어요.",2021년 12월 5일,2021년 11월,커플로 여행함,1.0,3.0,3.0,3.0,3.0,3.0,1.0
820739318,danmi71,전국의 호텔 중에 가장 만족도가 높았습니다.,"전국의 호텔 중에 가장 만족도가 높았습니다.<br/>공항에서 가까워서 위치도 매우 좋았으며, <br/>새로 지은 건물이라 시설도 매우 훌륭했습니다.<br/>높은 층을 배정받아서 제주 시내 전체를 볼 수 있었던 뷰도 굉장히 좋았습니다.<br/>방이 넓고 쾌적했으며, <br/>조식으로 먹은 룸서비스도 만족스러웠습니다.",2021년 12월 2일,2021년 11월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
820653407,ehdtod17,그랜드 하얏트 제주 최고!!!,"가족들과 함께한 제주도 여행에서 그랜드 하얏트 제주 직원 분들의 친절하고 세심한 케어에 감동 받았습니다. 체크인 부터 체크아웃 할때까지, 호텔에 있는 식당에서 식사 할때, 수영장, 휘트니스 이용하면서 직원분들께서 친절히 응대해 주셔서 매우 만족스러운 여행을 즐겼습니다.",2021년 12월 1일,2021년 11월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
820634597,happynjs,제주 그랜드 하얏트호텔_신혼여행 후기,신혼여행의 첫날 밤의 소중한 시간을 소중한 사람과 함께 할수 있었던 그랜드 하야트는 신혼부부에 대한 많은 배려를 해주어 매우 감사한 호텔입니다.,2021년 12월 1일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
820601321,soyoun486486,만족스러웠던숙소,"기념일로 방문했는데 뷰도 좋고 만족스러웠던 여행이였다, 하지만 아이가 침대이불에서 살짝 간지러워했고 업장과 프론트안내에서 시간혼동이 있어서 좀 아쉬운부분이 있었다<br/>하지만",2021년 12월 1일,2021년 11월,가족과 여행함,5.0,4.0,5.0,4.0,4.0,4.0,5.0
820426103,spxl79,그랜드 하얏트 제주 숙박후기에요,아이와 함께 다녀왔는데 직원님 친절하시고 예약 찾는다고 기다린다고 라운지 대기하게해주시고 체크아웃30분연장과 고층뷰를 주시어 너무편안하게 잘 지내고 왔습니다^^ 다만 표선에서 늦게오니 짧게 아쉽게머물다왔네요ㅠㅠ<br/>다음에 또갈래요ㅠ,2021년 11월 29일,2021년 11월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
820381130,준영 이,3성급 호텔보다 못한 서비스와 에티튜드,"QR코드 찍는거 한 번이면 되지 라운지 갈 때마다 찍어야돼서 엄청나게 비효율적으로 일하는게 느껴짐.<br/>비싼 그랜드클럽 패키지를 이용했음에도 다른 조식은 이용하지 못하고 음식 퀄리티가 현저히 떨어지고 음식에 머리카락이나 나오는 6층 라운지에서만 조식을 먹어야한다는 것은 최악 중에 최악.<br/>신혼여행인데도 불구하고 차별하는 듯한 직원들의 태도, 카드키가 제대로 작동하지 않아 2번이나 교체를 했음에도 제대로 된 사과도 없이 어영부영 넘어간 모습을 보고 굉장히 불편하고 불쾌했음. <br/>이브닝 칵테일을 이용하러 방을 비운 사이 쾌적한 환경을 만들어준다는 이유로 커튼 내려주고 슬리퍼 위치만 옮겨주는 메이크업룸은 도대체 왜 하는건지. 너무 당황스러워 프론트에 얘기했음에도 둘째날도 똑같은 일이 발생했음. 투숙객 프라이버시는 하나도 생각안하고 제공해주는 서비스를 강제하는 행위에서 매우매우 불쾌하고 화가 났음.<br/>다른 5성급 호텔보다 아니 3성급 호텔보다도 현저히 떨어지는 서비스와 직원들의 전문성과 태도. 제주도 방문할 때 그랜드 하얏트 제주는 100퍼센트 거를 것이며 주변 사람들에게도 절대 투숙을 권유하지 않을 것임.",2021년 11월 29일,2021년 11월,커플로 여행함,1.0,1.0,3.0,3.0,3.0,3.0,1.0
820258546,yehyun0207,제주도 최고의 호텔,"신혼여행으로 선택해서 마지막 여정을 보낸 곳인데 더 오래 체류할걸 하는 아쉬운 마음이 컸고, 제주도섬나라지만 씨티뷰가정말 최고입니다",2021년 11월 28일,2021년 11월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
820092826,khj30311,좋음,신혼여행이었고 주차가 지하주차장임 <br/>주변 먹을거리나 편의점도 충분<br/>그런데 약간 중국풍 느낌을 지울수 없어서 별하나 깜<br/>,2021년 11월 26일,2021년 11월,커플로 여행함,4.0,5.0,4.0,5.0,5.0,5.0,5.0
820068647,ohj1029,너무 좋았어요,친구와 갔는데 조식 포함으로 갔어요 내부적으로 다양한 시설이 마음에 들었어요<br/>조식은 기대에 비해 먹을게 많이 없었으나 그래도 만족합니다ㅔ,2021년 11월 26일,2021년 11월,친구와 여행함,4.0,4.0,4.0,4.0,5.0,5.0,4.0
819829591,terios123,8개월 아기와 제주 첫 여행,호텔 전반적인 서비스는 만족합니다. 다만 예약시 미리 유아용품 준비에 대해 여러번 말씀 드렸지만 객식에 입실하고도 2번에 전화를 드린 뒤 유아용품이 셋팅 되었습니다. 그 외 불편한 점은 없었습니다.,2021년 11월 24일,2021년 11월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,4.0
819828417,rani0529,완벽했던 숙소,신혼여행 마지막숙소로 이틀숙박했는데 시설 청결 친절 조식 등등 모든게 완벽했던 숙소였다<br/>하얏트땜에 제주도 또 가고싶다 ㅜㅜㅋ,2021년 11월 24일,2021년 11월,커플로 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
819775863,adjfkj,제주시내를 한눈에 내려다볼 수 있는 곳!,큰 호텔이라 3.4층에는 쇼핑공간과 포토스팟도 많고 내부에 레스토랑도 많아서 오롯이 호텔만 즐겨도 2박3일이 짧을 것 같았습니다.<br/>4층에 뷔페에서 먹은 스테이크와 랍스터 주문하면 구워주시는데 잊을수없는 맛 ㅠㅠ<br/>1층에 엘리베이터 타러가다 조각케익 사서 올라갔는데 역시 호텔베이커리는 클라스가 다름<br/>바로옆에 이마트와 스타벅스도있고 도심에 위치해있어서 어디서든 돌아오기도 좋았습니다.<br/>몇달전에 예약해서 그런지 34층높은 층이라 야경도 한눈에 내려다 보이고 탁 트인 뷰 보면서 혐생의 스트레스도 확날렸습니다.<br/>다음에 제주갈때도 꼭 또 이용할꺼같아요<br/>다음에 또만나요!,2021년 11월 23일,2021년 11월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
819755874,mydaybreak,비싼만큼 좋았음,"위치가 더할나위없이 좋았고 청결, 시설또한 좋았습니다.<br/>다만<br/>체크인시간과 체크아웃시간에는 엘레베이터를 한참 기다려야 탈수있으니 시간대를 잘 선택해서 움직이면 좋을듯합니다.",2021년 11월 23일,2021년 11월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
819725300,gogotjtj1,잘 갖춰진 호텔,이 호텔은 기념일마다 가고싶은 맘에 드는 호텔입니다 매우 청결하고 시설이 잘 갖춰져 있고 전망도 너무 맘에 듭니다<br/>직원들이 전체적으로 친절하고 선을 잘 지키는 정도의 예의가 맘에 듭니다<br/>구비된 식당들도 수준급이고 조식도 맘에 들었습니다,2021년 11월 23일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
819719582,jdoublujw,Best hotel in jeju,"제주안의 여러 고급호텔 중에서도 제일 친절하고, 방 크기도 매우 크며, 뷰도 만족스러웠습니다<br/>Cafe 8 &amp; Pocha 음식도 매우 맛있었고, 직원 모두 친절했습니다<br/>앞으로는 이 호텔에만 숙박할 것 같습니다",2021년 11월 23일,2021년 11월,출장 목적으로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
819610582,smink1023,그랜드하얏트 2박후기,"객실 상태 좋았고 25층 이상은 뷰도 괜찮았답니다. 사람이 많아 코로나가 심한 지금은 조금 아쉽지만 최대한 코로나로부터 안전하게 운영하고 있다는 점에서 마음에 들었습니다. 안전한 제주여행, 공항 근처에서의 호캉스 기간에 이 숙소를 추천하고 싶습니다!",2021년 11월 22일,2021년 11월,커플로 여행함,4.0,4.0,4.0,5.0,5.0,5.0,5.0
819590911,kimnamhjm,너무만족했어요,신축이라 그런지 객실도 너무깨끗하고 작은부분에서 이용자의 편의를 생각하는게 느껴졌어요. 조식도 4가지중 선택가능하고 오션뷰로 업그레이드했는데 솔직히 오션뷰라기보다는 야경이 너무예뻤습니다,2021년 11월 22일,2021년 11월,친구와 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
819470985,bs011225,신혼여행,제주로 신혼여행을 가면서 타 5성급호텔도 묵었지만 시설이라던지 서비스라던지 비교할수 없을정도로 좋았습니다. 다만 아직 준비가 덜 된것들도 보였지만 지속적인 피드백을 받는것을 봐서 앞으로 더 좋은 호텔이 될거라 믿습니다,2021년 11월 21일,2021년 11월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
819354238,kimsh13082021,만족스러웠던 재방문,"결혼전에 웨딩촬영을 위해 제주에 있는동안 묵었었는데 좋은 기억이 많아 재방문하였는데 이번에도 역시나 좋았습니다.<br/>룸컨디션은 물론 녹나무, 유메야마에서의 식사, 그리고 조식까지 다 만족스러웠습니다.",2021년 11월 20일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
819338839,Park_Haneul94,최악의호텔 그랜드하얏트 제주 차라리 다른호텔을 가세요,"서비스 마인드 개판, 개선의지 없어보임<br/><br/>유상으로 업그레이드한 방에서 담배꽁초 및 담뱃재가 발견됨<br/><br/>조식먹던중 자리가 치워지고 다른사람이 앉아서 식사함<br/><br/>외출후 돌아오니 방문이 활짝 열려있음<br/><br/>화장실 선반은 금이가서 힘주면 떨어지려고함<br/><br/>지배인이 체크아웃할때와서 사과하겠다더니 보고도 쌩까버림<br/><br/>지배인이 그모양이니까 호텔이 이따위구나 싶었던 방파는데에만 급급한 저급한 호텔 시내에 롯데시티나 신라스테이를 가도 여기보단 서비스 만족도가 높을듯.",2021년 11월 20일,2021년 11월,가족과 여행함,1.0,,,,,,
819008004,2dlwogud,뷰가좋은곳,"기대했던것보다 방 크기가 커서 놀랐습니다(처음엔 업그레이드 해준줄 ㅎㅎ) 고층으로 배정을 해주셔서 제주시와 바다, 한라산까지 모두 볼수있어서 좋은 뷰였습니다",2021년 11월 17일,2021년 11월,커플로 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
818999297,xxmmzz2021,아주 좋았어요,신혼여행 마지막날로 갔었어요!<br/>추천받아서 간곳이라서 다른 정보없이 갔어요! 너무너무 좋았습니다 <br/>신혼여행 5박6일 동안 하얏트가 가장 좋은숙소였어요. 첫날이 하얏트였다면 그뒤 일정취소 하고 하얏트에 묵고싶다는 생각을 했을것 같아요. ,2021년 11월 17일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818788402,jeewon0530,직원 서비스 별로,전체적으로 직원들의 서비스가 동급 호텔에 비해 별로였음. 체크인 직후 상황인 것을 설명하고 베딩 상태가 불결하여 요청하였더니 내가 사용을 했는지 안했는지부터 물으며 본인은 전체 교체를 원했지만 전체 교체는 해주지 않으려 함. 결국 2번 요청하여 받았지만 시간도 굉장히 오래 걸림. 굳이 여기가야 할까..? 라는 생각이 많이 듦,2021년 11월 15일,2021년 11월,커플로 여행함,3.0,4.0,3.0,2.0,3.0,3.0,2.0
818742196,철현 강,제주 호텔 중 하드웨어는 최고인건 분명한 호텔.,"글로벌리스트도 무료로 이용 가능한 사우나가 없는 건 아쉬웠지만<br/>호텔 하드웨어는 제주에서 1등임은 분명한 호텔입니다.<br/>그랜드 하얏트 이름이 아깝지 않은 호텔.<br/>프로모션으로 찜질스파를 유상으로 이용하였고, 진짜 찜질방 같아서 좋았습니다.",2021년 11월 15일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818740551,y2k2011,제주도 최고의 호텔 다움...,제주도 최고의 호텔 다웠습니다. 입지나 시설 서비스 모든 면에서 만족스러웠습니다. 금액은 사악하지만 소중한 추억에 편안한 휴식을 원하신다면 투자하실만 합니다.,2021년 11월 15일,2021년 11월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
818609602,mayday682021,하드웨어에 비해 소프트웨어가 따라가지 못하는 호텔,"시설은 거대하고 크고 화려합니다. 제주시 어디에서도 보이는 정말 큰 규모입니다. 하지만 하드웨어에 비해서 소프트웨어는 이를 따라가지 못하는 것 같습니다. 체크인할 때부터 직원이 몇 명 되지 않고 각자 다른 일을 하면서 기다리는 사람이 몇 명 없는데도 한참 기다려야 했고, 객실에서 프론트로 전화할 때도 한 번에 연결되는 법이 없었고, 뭔가를 부탁하려 해도 매번 다른 사람에게 똑같은 얘기를 반복해야 했어요. 특히 제가 받은 객실은 난방이 되지 않아 한기 속에서 자야했습니다. 조식도 모양은 그럴싸 해도 제가 가본 오성급 호텔 중 가장 수준이 낮았습니다. 전반적인 느낌으로는 업무를 총괄하는 매니저가 숙련되지 않았거나 능력이 없는 것 같았습니다. 나중에 중국 관광객까지 온다고 생각하면 정말 걱정됩니다. 어차피 저야 다른 데를 갈 테니 상관은 없지만요. ",2021년 11월 14일,2021년 11월,가족과 여행함,2.0,2.0,3.0,5.0,3.0,4.0,2.0
818460567,Dongaknua,서비스&친절도 만점!,호텔은 이래야 한다는 모범을 보여주는 곳이네요. 국내에 최고의 서비스 정신과 친절도를 갖고 있는 호텔이 있다는 것이 자랑스러울 정도입니다. 룸 클린은 기본이고 아이들에게도 매우 친화적인 곳이예요. 특히 수영장은 입구와의 동선이 짧아 이용하기에 매우 수월합니다.,2021년 11월 13일,2021년 11월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818381886,gimmy72021,아이와 가기보단 연인들이 가기 좋을거 같아요,아이와 함께 이틀 숙박했습니다. <br/>오자마자 짐을 방까지 가져다주셔서 너무 편했어요. 주차장도 자리가 많아서 좋더라구요<br/>시내에 있어서 주변시설 이용하기도 좋았구요. 이마트도 바로 옆에 있어서 편합니다. 간단하게 맥주사기에 좋게 건물안에 편의점도 갖춰져 있어요. <br/>경치도 오름과 바다가 다 보여 너무 멋졌어요. <br/>수영장엔 저희 가족만 빼고 다 연인들만 있었어요. 가족보단 연인들이 묵기 좋은 숙소같아요.<br/>아이들이 놀기엔 뭐가 좀 없긴합니다.<br/>많이 아쉬웠던점은 아이가 욕조에서 놀고싶어해서 물을 받았는데 먼지가 많아서 엄청 물청소하고 사용했네요. ,2021년 11월 12일,2021년 11월,가족과 여행함,4.0,3.0,3.0,4.0,4.0,4.0,4.0
818376324,jampr0,명성다워요,방크기도 좋고 <br/>청소상태 시설상태 <br/>편의시설 등 아주 좋습니다<br/>엘레베이터가 7대인데 <br/>그에 반해 너무 늦게 도착합니다 <br/>로비에서 너무 기다려요<br/>객실에서도 한참 기다려요,2021년 11월 12일,2021년 11월,커플로 여행함,5.0,4.0,4.0,4.0,4.0,5.0,5.0
818368390,cenred,만족스러운 제주 여행,"공항과 가까워 제주시 구경하기 좋은 위치였습니다. 호텔내 레스토랑도 마음에 들었고 델리, 조식 부페도 좋았습니다. 호텔 조식이 크게 차이가 나거나 하지는 않지만 대략적으로 음식의 맛은 보통 이상이었고빵 종류가 많았고 제가 빵은 많이 먹어보지 않아 모르겠지만 프렌치 토스트는 아주 맛있었어요. 룸 컨디션과 뷰도 저는 마음에 들어 다음에도 첫날은 굳이 중문단지내 호텔을 가지 않아도 될 듯 합니다.",2021년 11월 12일,2021년 10월,가족과 여행함,5.0,4.0,4.0,4.0,4.0,5.0,4.0
818320392,ughts,제주 하얏트 호텔,"고층의 뷰는 정말 환상이였고, 건물이 지어진지가 얼마되지않아서 전반적인 시설이 너무좋았습니다..저는 제주도에가면 다시 한번 가볼생각입니다ㅎ",2021년 11월 12일,2021년 11월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
818304723,hhshhs91,행복했던 신혼여행,"넓고 쾌적한 내부, 다만 공항 주변이라 다소 시끄러운 비행기 소리.<br/>신혼여행으로 왔다고 했더니 마카롱을 준비해주시고 축하해주셨습니다.",2021년 11월 12일,2021년 11월,커플로 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
818236857,bmplant,좋은여행이였습니다.,"와이프와 2박3일 제주여행을 다녀왓습니다 .<br/>그전까지는 여행을 다녀도 공항근처에 그렇게 좋은호텔이 있는지 몰랐다가 급하게 예약하고<br/>갔는데 , 와 제가다녀본 호텔에서 탑이였습니다 , 뭐 시그니엘이나 여러군델 다녀봤지만<br/>개인피셜 1등이였네요 , 체크인할때 호텔리어분께 흑돼지집 물어봣는데 현지인 추천으로 상세하게 위치까지 설명해주시고 너무너무 좋았습니다. ",2021년 11월 11일,2021년 11월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818215399,sun2799,객실청소가 불량이었던 호텔,하루 1번씩 프론트에 이야기 하여 객실청소에 대한 불만이나 다시 청소해 줄것이 이야기 하였는데 나의 이야기는 제대로 전달 되지 않아서 다음날도 그다음날도 청소가 되지 않은 객실을 봐야 했으며 매일 항의를 해야 했다는것이 내가 이돈을 주고 이호텔에 투숙할 이유가 있을까? 하는 생각이 들었다.,2021년 11월 11일,2021년 11월,가족과 여행함,1.0,2.0,4.0,1.0,2.0,1.0,2.0
818212914,lifebuilders,최고입니다.,신혼여행 등 커플여행으로 최고인듯합니다. 물론 가족단위로도 객실이 넓어 좋을 것 같습니다. 신화월드와 비교해보면 얼마나 친절하고 깨끗하고 쾌적한지 확실히 알 수 있습니다. 다만 신화월드도 메리어트로 가면 조금 더 좋을 수 있습니다. 아무튼 저는 그랜드 하얏트 매우 감동했습니다.,2021년 11월 11일,2021년 11월,커플로 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
818210247,kochangwoo,제주도 여행을 선택하기엔 부적절해 보임,제주에서 가장 큰 규모의 호텔이고 오픈한지 얼마 안 된 호텔이기에 큰 기대를 하고 방문하였지만 규모만 클뿐 중문단지 쪽의 오래된 롯데나 신라호텔에 비해 제주도 스럽지 못라고 한국적이지 못한부분에서는 아쉬운이 많이 남습니다. 도심에 있다보니 도심야경을 보는 것은 어쩔 수 없겠지만 재주도까지 와서 보고싶은 풍경은 아니네요. 단순 사업차 방문 목적이라면 좋겠지만 가족 또는 연인과 여행이라면 이곳을 추천하지는 않겠습니다.,2021년 11월 11일,2021년 11월,가족과 여행함,3.0,4.0,1.0,5.0,3.0,4.0,5.0
818180068,jjueun00,나혼자 여행,여러 호텔을 투숙중 하얏트제주를 경험해본 순간 다른 호텔보다 청결함 친절 훌륭한 부대시설이 너무 마음에 들었습니다. 앞으로 많이 이용하게 될거 같습니다.,2021년 11월 11일,2021년 11월,나 혼자 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818150628,gang6900,그랜드 하얏트 제주,빠른 체크인과 빠른 체크아웃 등 전반적인 서비스가 만족스러웠고 객실 청결도 훌륭했습니다. 다만 조식 웨이팅이 1시간 정도라 원하는 곳에서 먹지 못한 것이 마이너스네요,2021년 11월 10일,2021년 11월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
818105968,pilot48lee,굿,시설이 청결했고 직원들의 전반적인 태도가 너뮤 친절해서 감사했으며 가족들과의 좋은 시간을 갖기에 충분한 장소였습니다,2021년 11월 10일,2021년 11월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
818020222,Savey694747327,배려심없는 하드웨어좋은호텔,스윗어워드적용했고 뷰 좋았음하는 코멘트 여러번남겼는데<br/>같은글로벌리스트분들이 받았던 탁트인뷰 방과비교해서 넘 답답한 뷰여서 여행자체의 첫시작이 넘 망쳐졌어요 이점 너무안타깝네요 <br/>첫날 해피아워 음식이 너무 맛이없어서 좀 놀랐네요 ㅠ<br/><br/>수영장 물온도는 좋았어요 꽤 쌀쌀한바람이 불었지만 물안에서는 따뜻하고 좋았습니다  <br/><br/>고층뷰를원했는데 20층주셔서 좀 안타까웠네요<br/>그리고 양쪽으로 막고있는건물들 ㅠ<br/>조식당에서는.장갑도안끼고 손님들 커피 아이스커피조제 바로옆자리라계속 보여 좀 그럼<br/>조식당 안경끼고 키큰 남직원분은 정말 열심히 그릇들을치워주시고 친절하심ㅡ조진배님  넘친절<br/>레잇체크아웃도 엄청 생색내기하시면서 12시라 그냥 11시되서나왔고 굳이 한시간줄거면 안주셔도될듯 합니다  전반적으로.다시가고싶지는않은호텔이지만 어느정도시간이지나 개선되는소식들리면가볼생각이네요 ,2021년 11월 9일,2021년 11월,가족과 여행함,2.0,3.0,1.0,5.0,3.0,3.0,2.0
818011296,gunthayng,제주가 한눈에 내려다보이는 최고의 객실!,"34층 오션뷰 전망은 정말 환상적이었어요.<br/>노을맛집이고요, 야경맛집입니다!<br/><br/>저녁식사는 그랜드키친보다는 근처 스테이크하우스, 치킨등 배달음식 시켜드시는 분들이 많았는데 그 방법도 추천드립니다(you know what I'm saying^^)",2021년 11월 9일,2021년 11월,커플로 여행함,4.0,3.0,4.0,5.0,4.0,4.0,4.0
